1.579025979259178669e+01,1.492102430324904461e+01
1.363961876731994494e+01,1.532995521276932038e+01
1.486589942556923738e+01,1.647386513943271780e+01
1.358467605250263510e+01,1.398930610650072737e+01
1.346404166539617187e+01,1.563533011236538783e+01
1.294888838047388724e+01,1.614006828219380196e+01
1.531084155367494404e+01,1.517480136599566976e+01
1.389795240897033324e+01,1.543169468889546003e+01
1.192096524827539206e+01,1.430579937122693224e+01
1.485934118574271778e+01,1.490066473940623304e+01
1.363501268485472906e+01,1.456205829859262479e+01
1.575981740908924778e+01,1.513340409263358843e+01
1.522196500209379089e+01,1.418491044152236569e+01
1.210564111419203392e+01,1.342653821559429872e+01
1.480848889485153919e+01,1.387075724615675831e+01
1.536135886778125226e+01,1.599014916900711825e+01
1.272914441796830332e+01,1.582651070345330169e+01
1.538533788557023740e+01,1.521036415850733903e+01
1.381810533930696216e+01,1.429933915167222303e+01
1.537884879733603150e+01,1.590228513510208863e+01
1.411232153041225601e+01,1.531616728922186077e+01
1.282415240535120304e+01,1.369719919627414129e+01
1.458354682903186372e+01,1.499675180937836494e+01
1.429483670229367753e+01,1.584651795501672389e+01
1.351128810117874934e+01,1.559094269836068669e+01
1.371433284441178913e+01,1.535484381824076650e+01
1.285788466734036462e+01,1.400239133901378352e+01
1.456998007638442694e+01,1.422432034822675817e+01
1.559049568941909136e+01,1.572143532708229685e+01
1.309999430196359960e+01,1.509006349905254041e+01
1.461461465358976675e+01,1.485494524825438312e+01
1.392751557483737734e+01,1.609420913212490234e+01
1.328968651198235484e+01,1.542177934909963355e+01
1.432837509619625393e+01,1.501104800591056687e+01
1.299369072114868118e+01,1.502922303152496042e+01
1.321733162300916042e+01,1.502076411445739801e+01
1.372874051854048538e+01,1.403641261589394595e+01
1.259667945964104874e+01,1.346567849773674297e+01
1.403082134327085484e+01,1.631086646258523842e+01
1.406074927463411584e+01,1.532971274459507072e+01
1.526965978675514535e+01,1.557677090948540943e+01
1.588197422536192605e+01,1.546171486989010369e+01
1.507180425384448519e+01,1.441570779114311307e+01
1.398475169018711739e+01,1.547191457463195441e+01
1.416180226258263453e+01,1.481511293941526652e+01
1.468681165245332920e+01,1.441356019751976447e+01
1.411912326040875243e+01,1.676631594481144205e+01
1.431950715017726239e+01,1.538060916894580821e+01
1.330913392391425454e+01,1.504326285409614528e+01
1.355172581126190856e+01,1.401841775946635771e+01
1.517132207573763480e+01,1.601400506921945777e+01
1.428066670753305623e+01,1.499449540622092591e+01
1.333650871305471419e+01,1.504163177918870176e+01
1.437685832064700975e+01,1.567875168585820056e+01
1.432568927566915562e+01,1.646964188893969094e+01
1.462490061007730624e+01,1.423414925880565995e+01
1.416924635373661623e+01,1.410672629419340751e+01
1.297208250762379933e+01,1.548929247488696781e+01
1.237375968709873852e+01,1.488116274930431437e+01
1.515445807962616698e+01,1.505824920431641267e+01
1.409323314347401812e+01,1.477153792797359699e+01
1.259487824183496940e+01,1.503964064871777673e+01
1.361531824915719113e+01,1.472143193635946545e+01
1.267031639691167122e+01,1.598640261246028516e+01
1.470384383293049346e+01,1.588781645395567566e+01
1.527843210430301824e+01,1.389330888954478382e+01
1.327130434794575820e+01,1.450718272557207378e+01
1.413665396966282017e+01,1.478041493670150608e+01
1.529429908602667076e+01,1.650677624460630355e+01
